artists,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
Les & Larry Elgart,0.469,0.631,172413.0,0.34,0.102,-16.805,0.0333,132.621,0.6609999999999999,26.0,0,0,2,"['big band', 'easy listening', 'space age pop']"
Les Baxter,0.747329565,0.337913043,167822.3043,0.316652174,0.126043478,-15.99682609,0.041108696,106.2135652,0.351947826,19.7826087,5,1,23,"['adult standards', 'easy listening', 'exotica', 'laboratorio', 'library music', 'lounge']"
Les Brown,0.8977857140000001,0.511,188955.2143,0.293464286,0.215335714,-11.32042857,0.042678571,131.32792859999998,0.486642857,7.0,5,1,28,['big band']
Les Brown & His Orchestra,0.893285714,0.545,186910.4286,0.231042857,0.118385714,-12.98414286,0.038457143,90.94114286,0.427285714,20.57142857,8,1,14,['big band']
"Les Brown, Jr.",0.0411,0.7709999999999999,178440.0,0.741,0.149,-11.413,0.0338,112.3,0.573,14.0,1,1,2,[others]
Les Chats Sauvages,0.38509,0.471,121386.5,0.6265,0.278,-4.9865,0.03235,104.3435,0.7435,36.0,2,1,2,[others]
Les Chauds Lapins,0.805,0.588,150973.0,0.215,0.0962,-10.405,0.0961,73.23,0.7709999999999999,49.0,5,0,2,[others]
Les Claypool And The Holy Mackerel,0.3535,0.6545,227180.0,0.5715,0.183,-12.585,0.04405,111.903,0.6615,33.0,6,1,4,['funk metal']
Les Dudek,0.0944,0.629,278800.0,0.647,0.247,-9.26,0.0343,135.866,0.652,30.0,8,1,2,['southern rock']
Les Elgart,0.722,0.623,120893.0,0.782,0.332,-4.51,0.0642,109.045,0.59,17.0,5,1,2,"['big band', 'easy listening', 'space age pop']"
Les Ladd,0.16,0.5,177733.0,0.636,0.0765,-13.724,0.0544,189.375,0.948,31.0,7,1,2,[others]
Les McCann,0.5006,0.509,350629.4,0.4626,0.24104,-13.939,0.0401,105.3758,0.5876,33.8,10,1,10,"['jazz funk', 'jazz piano', 'soul jazz']"
Les McCann Ltd.,0.836666667,0.6306666670000001,210960.0,0.165711111,0.150222222,-15.88,0.040055556,122.4587778,0.489111111,12.44444444,2,1,9,[others]
Les Misérables - 10th Anniversary Concert Cast,0.8735,0.34025,212956.75,0.29275,0.7235,-17.56,0.0621,108.43975,0.3025,33.25,4,1,8,['west end']
Les Misérables Cast,0.8590000000000001,0.29600000000000004,172546.5,0.3245,0.1084,-11.112,0.03545,81.4685,0.4055,52.0,11,1,4,['hollywood']
Les Misérables-Original London Cast,0.901533333,0.435833333,185010.3,0.334556667,0.15654,-11.30536667,0.078516667,100.8702667,0.316876667,29.13333333,5,1,60,['show tunes']
Les Musiciens de l'Orchestre de l'Opéra de Paris-Bastille,0.986,0.338,204033.5,0.124,0.6515,-20.372,0.07815,68.3845,0.223,7.0,9,1,2,[others]
Les Nubians,0.369,0.805,294960.0,0.495,0.238,-7.42,0.0708,86.21,0.828,42.0,5,1,2,['neo soul']
Les Paul,0.71857814,0.595108527,156390.1163,0.346068992,0.15084341099999998,-12.97216279,0.045110853,108.9449767,0.532139535,12.49612403,0,1,129,['space age pop']
Les Paul & Mary Ford,0.765,0.5071428570000001,154453.4286,0.34814285700000003,0.169085714,-10.76542857,0.032042857,108.5325714,0.473714286,10.71428571,4,1,14,[others]
Les Rita Mitsouko,0.236,0.6326666670000001,323924.6667,0.736,0.3225,-6.245666667,0.040466667000000005,133.186,0.678333333,48.33333333,7,1,6,"['chanson', 'french rock']"
Les Troubadours Du Roi Baudouin,0.55,0.275,112867.0,0.627,0.184,-11.5505,0.0523,104.049,0.2805,13.0,9,1,4,[others]
Les Ya Toupas Du Zaire,0.119,0.586,536587.0,0.795,0.312,-7.997000000000001,0.0547,123.498,0.8140000000000001,37.0,1,0,2,['cumbia funk']
Lesley Gore,0.668706977,0.517604651,140491.4651,0.422627907,0.31075814,-11.10044186,0.037709302,119.0688605,0.649,27.65116279,7,1,86,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'folk rock', 'rock-and-roll']"
Leslie Cheung,0.5312,0.5418,273776.0,0.3616,0.27702,-12.7934,0.02832,117.2942,0.2844,46.2,0,1,10,"['c-pop', 'cantopop', 'classic cantopop']"
Leslie Grace,0.258,0.627,191853.0,0.778,0.108,-5.596,0.0491,129.826,0.604,52.0,1,1,2,"['bachata', 'latin', 'latin pop', 'reggaeton', 'tropical']"
Leslie Parrish,0.218253333,0.594,256862.3333,0.689333333,0.2128,-9.276666667,0.071333333,145.82266669999996,0.667666667,35.33333333,1,1,3,['eurobeat']
Leslie Uggams,0.898,0.263,249427.0,0.172,0.0869,-12.769,0.0296,96.944,0.161,2.0,1,1,2,['northern soul']
Leslie West,0.099812333,0.467,227786.6667,0.784666667,0.110166667,-9.172333333,0.0539,134.45233330000002,0.676333333,24.33333333,5,1,6,"['blues rock', 'electric blues', 'modern blues']"
Less Than Jake,0.020032633,0.404222222,164078.5,0.940777778,0.114683333,-3.812666667,0.095683333,138.3603333,0.6760555559999999,42.83333333,4,1,36,"['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']"
Lester Flatt,0.6746818179999999,0.567742424,151203.3939,0.391030303,0.227145455,-11.61127273,0.037413636,124.2273636,0.757166667,10.09090909,8,1,66,"['appalachian folk', 'bluegrass', 'bluegrass gospel', 'instrumental bluegrass', 'old-time', 'progressive bluegrass', 'traditional country', 'traditional folk']"
Lester Young,0.923081301,0.554317073,236909.2764,0.274136585,0.138591057,-14.52349593,0.060864228,124.2327236,0.632455285,12.02439024,0,1,123,"['bebop', 'big band', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride', 'swing', 'vocal jazz']"
Let's Active,9.3e-05,0.477,173787.0,0.845,0.108,-11.276,0.0448,138.006,0.8320000000000001,30.0,4,1,2,"['jangle pop', 'power pop', 'underground power pop']"
Letters To Cleo,0.043444,0.5036,199038.6,0.8508,0.20752,-4.507,0.06346,118.6678,0.6054,46.8,4,1,10,"['alternative pop', 'boston rock', 'candy pop', 'lilith', 'pop rock']"
Lettuce,0.0347515,0.6595,311666.5,0.8745,0.09515,-5.5105,0.06755,90.0285,0.6065,45.0,1,0,4,"['funk', 'funk rock', 'instrumental funk', 'jam band', 'modern funk']"
Lev Knipper,0.993,0.491,183973.0,0.125,0.1,-14.621,0.0345,112.173,0.688,0.5,2,0,2,['russian modern classical']
Level 42,0.18975,0.7111,265475.7,0.7113,0.17081,-10.0077,0.03688,110.1472,0.7579,48.0,6,1,20,"['art rock', 'brit funk', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'post-disco', 'soft rock', 'synthpop']"
Levert,0.2148625,0.742875,326184.125,0.4614375,0.10545625,-10.3906875,0.063225,119.1753125,0.5865625,38.0,5,0,16,"['funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']"
Levi Hummon,0.379,0.6829999999999999,188824.0,0.3720000000000001,0.119,-16.174,0.0278,101.909,0.637,69.0,0,0,2,"['contemporary country', 'country pop']"
Levi Stills,0.996,0.625,122705.0,0.008440000000000001,0.108,-23.823,0.0801,131.543,0.5710000000000001,69.0,0,0,2,[others]
Levi Stubbs,0.44,0.542666667,206435.6667,0.613666667,0.1207,-15.58566667,0.088766667,102.481,0.439,37.0,3,0,3,['hollywood']
Leviti,0.0657,0.8059999999999999,308307.0,0.746,0.127,-5.473,0.151,90.038,0.417,40.0,2,1,2,[others]
Levon Helm,0.5766,0.6232,253728.0,0.6782,0.19794,-7.9632,0.0345,124.6696,0.7418,44.4,0,1,10,"['alternative country', 'blues rock', 'country rock', 'folk', 'folk rock', 'jam band', 'new americana', 'rock drums', 'roots rock', 'singer-songwriter', 'traditional folk']"
Lew Hahn,0.263742857,0.5870000000000001,278339.0,0.7294285709999999,0.208442857,-7.761571429,0.055942857,112.3957143,0.714571429,34.0,5,1,14,[others]
Lew Stone,0.919916667,0.525416667,184649.375,0.198483333,0.2073125,-16.03491667,0.045279167,127.73241670000002,0.565708333,1.291666667,10,1,48,['british dance band']
Lewis Baloue,0.8540000000000001,0.147,223907.0,0.0652,0.11,-22.3,0.04,78.62,0.17800000000000002,34.0,0,0,2,['ambient pop']
Lewis Capaldi,0.642846667,0.594633333,204545.9,0.4497,0.14052,-6.5314,0.043393333,107.5383,0.327333333,76.53333333,1,1,30,"['pop', 'uk pop']"
Lewis D. Edwards,0.972,0.204,148733.0,0.0802,0.155,-26.16,0.0359,109.199,0.184,25.0,7,1,1,[others]
Lewis Del Mar,0.308666667,0.653,255760.0,0.6356666670000001,0.319133333,-7.504333333,0.091766667,105.99533329999998,0.474666667,57.0,6,1,6,"['indie pop', 'indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'nyc pop', 'vapor soul']"
Lewis Grosso,0.5670000000000001,0.62,158471.3333,0.348333333,0.193666667,-9.924,0.145,139.8533333,0.6829999999999999,49.0,10,1,3,[others]
Lewis Kahn,0.152,0.662,374813.0,0.764,0.0803,-7.994,0.0819,135.90200000000002,0.769,29.0,7,1,1,[others]
Lewis Reed,0.468,0.655,120750.0,0.701,0.502,-6.2810000000000015,0.0433,129.72299999999998,0.936,42.0,2,1,2,[others]
Lex Humphries,0.847666667,0.565333333,249049.0,0.161333333,0.12766666699999998,-24.24066667,0.0387,90.26633333,0.702333333,15.0,7,0,3,[others]
Lexi Lawson,0.343,0.679,182828.0,0.472,0.649,-6.871,0.036000000000000004,99.024,0.34600000000000003,60.0,11,0,1,[others]
León Gieco,0.0213,0.468,278540.0,0.7055,0.968,-10.8215,0.0426,78.6185,0.515,45.5,4,1,4,"['argentine rock', 'cantautor', 'folklore argentino', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'rock nacional']"
León Larregui,0.376,0.625,226187.0,0.433,0.248,-12.963,0.0366,93.041,0.274,73.0,9,1,2,"['latin alternative', 'latin rock', 'rock en espanol']"
Lhasa De Sela,0.508,0.7205,244493.5,0.39,0.2423,-11.4485,0.0833,118.1155,0.378,50.0,2,1,4,"['afropop', 'world']"
Lhokanda,0.988,0.14300000000000002,137509.0,0.155,0.109,-21.899,0.0413,146.503,0.0389,63.0,3,1,2,['background music']
Li Xiangting,0.9785,0.207,447540.0,0.1585,0.10095,-17.2015,0.0387,104.9655,0.0771,41.0,2,0,4,"['chinese traditional', 'guzheng']"
Lia Marie Johnson,0.721,0.535,217320.0,0.366,0.129,-7.559,0.028,89.98,0.163,61.0,1,1,2,['teen pop']
Liam O'Donnell,0.039,0.536,204778.0,0.782,0.0691,-4.1389999999999985,0.0485,154.93,0.405,59.0,7,0,1,[others]
Liam Payne,0.2505,0.76275,198329.5,0.69675,0.07545,-4.973,0.045025,110.033,0.50875,72.25,7,1,4,"['dance pop', 'edm', 'pop', 'post-teen pop', 'tropical house']"
Lianne La Havas,0.212,0.7,278200.0,0.4,0.55,-8.46,0.0465,93.959,0.28,49.0,7,1,2,"['british soul', 'indie r&b', 'indie soul', 'neo soul', 'soul']"
Libana,0.995,0.35100000000000003,169333.0,0.0735,0.101,-19.662,0.0398,99.515,0.0816,28.0,6,1,2,['neo-pagan']
Liberación,0.278858696,0.6291630429999999,196031.4457,0.6651956520000001,0.166847826,-7.567923913,0.041427174,112.3436087,0.72073913,43.36956522,0,1,92,"['banda', 'cumbia', 'grupera', 'gruperas inmortales', 'norteno', 'regional mexican', 'tejano']"
Life Of Agony,0.0017,0.258,114680.0,0.928,0.375,-5.098,0.106,163.58,0.353,44.0,2,1,2,"['alternative metal', 'hardcore', 'rap rock']"
Life Without Buildings,0.24,0.515,323973.0,0.758,0.14400000000000002,-8.404,0.0472,118.411,0.677,39.0,2,1,2,"['lo-fi', 'scottish indie', 'scottish rock']"
Lifehouse,0.040726076,0.455068966,243985.3103,0.7125517240000001,0.173544828,-5.9970689660000005,0.033968966,128.85282759999998,0.3989655170000001,51.58620689999999,1,1,29,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']"
Lifeseeker,0.0415,0.541,312067.0,0.8220000000000001,0.271,-5.756,0.154,86.52799999999998,0.66,41.0,2,1,2,['nerdcore']
Lifetones,0.0236,0.6920000000000001,237200.0,0.5660000000000001,0.107,-10.499,0.0755,112.241,0.591,30.0,7,1,2,['uk post-punk']
Lighthouse All Stars,0.6334,0.4436,475517.2,0.4358,0.8140000000000001,-15.7064,0.0684,134.8528,0.459,15.8,3,1,10,[others]
Lighthouse Family,0.048466667000000005,0.6293333329999999,270209.0,0.7120000000000001,0.08863333300000001,-9.024666667,0.030433333,96.59633333,0.783666667,52.33333333,7,1,6,"['europop', 'neo mellow', 'new wave pop', 'pop rock']"
Lightnin' Hopkins,0.696566667,0.562916667,213537.4167,0.379125,0.15190416699999998,-10.84091667,0.045991667,125.85908329999998,0.469208333,19.58333333,4,1,48,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'texas blues', 'traditional blues']"
Lightning Bolt,4.12e-06,0.41,168840.0,0.961,0.158,-6.858,0.101,93.433,0.319,37.0,1,0,2,"['dance-punk', 'experimental', 'experimental rock', 'freak folk', 'noise pop', 'noise rock', 'post-hardcore', 'rhode island indie']"
Lijadu Sisters,0.2665625,0.601375,307370.0,0.54425,0.1454875,-9.643875,0.1076125,115.179375,0.726375,30.875,0,0,16,"['afrobeat', 'afropop', 'highlife']"
Like A Storm,0.00162,0.481,289177.0,0.818,0.0841,-4.95,0.0403,160.012,0.098,55.0,6,1,2,"['alternative metal', 'christian rock', 'gymcore', 'hard alternative', 'post-grunge', 'post-screamo']"
Like Mike,0.08863333300000001,0.808333333,290970.0,0.8583333329999999,0.3081,-3.445666667,0.0808,106.713,0.664133333,52.33333333,8,0,3,"['belgian dance', 'belgian edm', 'big room', 'edm', 'electro house', 'progressive electro house', 'tropical house']"
Like Moths To Flames,0.00379,0.524,220202.0,0.997,0.241,-1.394,0.107,129.965,0.371,52.0,6,1,2,"['dayton indie', 'melodic metalcore', 'metalcore', 'post-screamo']"
Lil Blacky,0.00162,0.586,269600.0,0.599,0.416,-6.869,0.0838,87.53,0.297,40.0,5,1,2,['chicano rap']
Lil Boodang,0.19162725,0.8515,97897.75,0.70075,0.169425,-5.818,0.11905,111.6395,0.50075,23.75,1,1,8,"['dark trap', 'phonk']"
Lil Boom,0.463,0.6970000000000001,96016.0,0.48,0.378,-9.856,0.0493,119.951,0.17600000000000002,62.0,10,0,1,"['meme rap', 'vapor trap']"
Lil Donald,0.7140000000000001,0.802,206557.0,0.42,0.11,-9.131,0.101,130.119,0.603,68.0,5,0,2,['atl trap']
Lil Duke,0.123033333,0.819666667,208236.3333,0.7390000000000001,0.200333333,-6.269,0.150666667,137.72666669999998,0.7293333329999999,63.66666667,7,1,6,"['atl trap', 'trap', 'vapor trap']"
Lil Greenwood,0.755,0.6990000000000001,170387.0,0.688,0.151,-4.11,0.141,79.242,0.843,36.0,5,0,1,[others]
Lil Happy Lil Sad,0.768,0.503,218776.0,0.37,0.116,-17.502,0.0489,78.96300000000002,0.102,66.0,11,1,2,['emo rap']
Lil Mosey,0.253296,0.72204,157081.8,0.6158399999999999,0.146816,-6.85232,0.069008,116.42132,0.46824,73.36,0,1,25,"['melodic rap', 'rap conscient', 'trap', 'vapor trap']"
Lil Nas X,0.217607692,0.781692308,135862.0769,0.612,0.1731,-5.892076922999999,0.117461538,143.1936154,0.544230769,74.30769231,5,0,13,"['country rap', 'lgbtq+ hip hop', 'pop rap']"
Lil Peep,0.119916155,0.569647059,187930.2118,0.610482353,0.186977647,-7.392070587999999,0.065087059,116.0696,0.272832941,69.32941176,2,1,85,"['emo rap', 'lgbtq+ hip hop']"
Lil Phat,0.013933333,0.726666667,258884.6667,0.6033333329999999,0.264333333,-6.071666667000001,0.111566667,133.3626667,0.317666667,47.33333333,1,1,6,"['baton rouge rap', 'deep southern trap', 'dirty south rap', 'trap']"
Lil Reese,0.001326,0.797333333,274991.0,0.733666667,0.090933333,-4.854,0.064366667,131.3396667,0.363,57.33333333,2,1,3,"['chicago drill', 'chicago rap', 'drill', 'trap']"
Lil Suzy,0.15745,0.7405,240030.0,0.6105,0.115,-9.7885,0.0472,126.034,0.7135,42.5,7,1,4,['freestyle']
Lil Tracy,0.177375,0.65375,154897.5,0.574125,0.1340125,-7.726625,0.055025,137.91899999999998,0.4965,70.5,11,1,16,"['dark trap', 'emo rap', 'melodic rap', 'underground hip hop', 'vapor trap']"
Lil Uno,0.339,0.858,309867.0,0.804,0.189,-6.0310000000000015,0.136,115.027,0.369,35.0,6,0,2,"['chicano rap', 'latin hip hop']"
Lil Wil,0.0407,0.8905,220719.5,0.5045,0.1054,-8.871,0.116,112.5,0.8845,50.0,9,1,4,['indie electropop']
Lil Xan,0.2502,0.715,187228.4286,0.5577142860000001,0.226571429,-8.232285714,0.143571429,113.4377143,0.324714286,67.71428571,10,0,7,"['emo rap', 'underground hip hop', 'vapor trap']"
Lil' Bob & the Lollipops,0.8220000000000001,0.536,149674.0,0.33,0.531,-13.939,0.0398,177.976,0.961,33.0,7,1,2,[others]
Lil' Louis,0.0133,0.6890000000000001,591733.0,0.505,0.345,-13.845999999999998,0.0867,123.948,0.564,46.0,6,1,1,"['acid house', 'chicago house', 'hip house']"
Lil' Zane,0.008140000000000001,0.782,257307.0,0.675,0.0978,-5.096,0.0706,106.956,0.6629999999999999,39.0,8,0,2,['pop rap']
Lila McCann,0.06235,0.6315,248580.0,0.85,0.2205,-5.9435,0.02855,107.4065,0.562,38.5,7,1,4,"['country', 'country dawn']"
Lila Om,0.993,-0.11297356424725813,156506.0,0.512,0.182,-50.174,0.0,95.48683594840517,0.14190654092108457,65.0,10,1,2,['white noise']
Lilia Silvi,0.99,0.545,188333.0,0.185,0.117,-16.099,0.0483,89.515,0.502,4.0,7,1,2,['vintage italian pop']
Lilli Cooper,0.37,0.5975,172783.25,0.51975,0.168875,-7.21175,0.03895,119.90175,0.4535,43.75,2,1,4,"['broadway', 'show tunes']"
Lillias White,0.451,0.5095,170412.0,0.5057,0.22558000000000006,-10.0856,0.07617,117.0651,0.41324,54.3,0,1,10,"['disney', 'movie tunes']"
Lillie Delk Christian,0.9715,0.727,182240.0,0.2535,0.0687,-13.31,0.0869,146.505,0.7665,4.0,7,1,4,[others]
Lilly Goodman,0.615,0.5386,279728.2,0.6212,0.11106,-5.3772,0.030080000000000006,126.0524,0.3246,54.8,1,1,10,"['latin christian', 'latin worship']"
Lilly Wood and The Prick,0.024,0.763,189413.0,0.875,0.599,-5.7970000000000015,0.0262,123.013,0.8,70.0,9,0,1,"['french indie pop', 'french rock']"
Lilo,0.792,0.621,176160.0,0.43,0.162,-10.734000000000002,0.0685,144.056,0.872,5.0,9,0,1,['deep underground hip hop']
Lily Allen,0.316302,0.53035,213499.65,0.6711,0.13435,-7.06945,0.0965,131.7413,0.59975,52.25,10,1,20,"['dance pop', 'electropop', 'europop', 'pop', 'pop rock']"
Lily James,0.948,0.274,120547.0,0.0724,0.0801,-18.279,0.0395,139.381,0.195,63.0,4,1,2,['hollywood']
Lily Potter,0.975,0.7140000000000001,152920.0,0.131,0.354,-21.958,0.0556,113.032,0.685,63.0,5,1,2,[others]
Limahl,0.2895,0.589,211093.0,0.7125,0.16699999999999998,-10.7795,0.02885,122.367,0.8105,56.5,0,1,4,"['new romantic', 'new wave pop']"
Lime,0.017186736,0.731363636,405095.8182,0.717818182,0.157336364,-10.66154545,0.040018182,130.3250909,0.807090909,38.27272727,5,0,22,"['anthem worship', 'ccm', 'christian pop']"
Limes,0.237,0.7559999999999999,177921.0,0.362,0.125,-10.606,0.0656,87.274,0.431,56.0,6,1,2,"['chillhop', 'lo-fi beats']"
Limi-T 21,0.2482,0.59,241040.3333,0.6759999999999999,0.109066667,-9.704,0.0585,137.7426667,0.685,50.66666667,0,1,3,['tropical']
Limp Bizkit,0.083513899,0.505924051,261684.1646,0.816810127,0.25658481,-5.898126582000001,0.134172152,107.5967089,0.4335569620000001,52.59493671,6,1,79,"['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'wrestling']"
Lin Zheng-Zhong,0.419,0.638,271493.0,0.441,0.11,-6.909,0.029,117.933,0.151,53.0,8,0,2,[others]
Lina Termini,0.989,0.3235,184073.5,0.13,0.2795,-17.4075,0.0435,98.1955,0.33,16.5,3,1,4,['vintage italian pop']
Lincoln,0.838,0.693,103343.0,0.234,0.59,-10.995,0.0987,100.488,0.44,68.0,1,1,2,[others]
Lincoln Brewster,0.00561,0.5215,256311.0,0.8170000000000001,0.09475,-6.1015,0.04115,94.9895,0.4925,49.5,11,1,4,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
Linda Clifford,0.172333333,0.765,414176.6667,0.672333333,0.1051,-9.745333333,0.112133333,105.595,0.828666667,28.33333333,5,1,6,"['disco', 'post-disco']"
Linda Davis,0.348333333,0.416,259533.3333,0.472666667,0.126,-9.0,0.027733333,144.629,0.267,43.66666667,9,1,6,"['country dawn', 'deep contemporary country']"
Linda Dee Shayne,0.68,0.266,171600.0,0.23,0.395,-16.2,0.0369,79.703,0.15,47.0,6,1,2,[others]
Linda Eder,0.807,0.456,308440.0,0.384,0.197,-10.433,0.0586,110.683,0.469,38.0,1,0,2,['show tunes']
Linda Hunt,0.9555,0.119,119373.5,0.10985,0.146,-25.5425,0.04525,119.843,0.06165,42.5,7,0,2,['movie tunes']
Linda Jones,0.522,0.344,158480.0,0.722,0.292,-5.854,0.0388,73.01899999999998,0.62,42.0,11,1,2,"['classic soul', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']"
Linda Lavin,0.8909999999999999,0.5589999999999999,156560.0,0.261,0.107,-12.836,0.0693,86.62200000000001,0.552,15.0,8,1,1,[others]
Linda Lyndell,0.35600000000000004,0.584,160373.0,0.713,0.197,-7.899,0.04,173.80599999999995,0.899,49.0,7,1,2,['memphis soul']
Linda Martell,0.236,0.594,161947.0,0.581,0.234,-7.925,0.0258,94.419,0.879,31.0,0,1,2,['swamp rock']
Linda McCartney,0.405342348,0.547913043,231184.913,0.563869565,0.220330435,-10.85669565,0.04343913,118.662,0.678043478,40.2173913,7,1,46,['classic uk pop']
Linda Perhacs,0.945833333,0.463166667,197071.1667,0.19985,0.108716667,-17.89883333,0.033766667,108.4283333,0.3157,30.5,7,1,12,"['freak folk', 'new weird america', 'psychedelic folk']"
Linda Ronstadt,0.550909836,0.477657534,196678.8356,0.308821461,0.162990868,-13.23652968,0.035678082,119.9540548,0.45413242,32.51141553,0,1,219,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']"
Linda Rowberry,0.8190000000000001,0.275,365800.0,0.14300000000000002,0.0829,-14.688,0.0359,134.77700000000002,0.153,40.0,11,1,2,['lds']
Linda Talcott,0.7879999999999999,0.531333333,306982.3333,0.257333333,0.235266667,-17.05,0.103,117.726,0.516333333,34.33333333,7,1,3,[others]
Lindana,0.185,0.7490000000000001,51667.0,0.855,0.0504,-4.123,0.068,145.064,0.97,41.0,5,1,2,[others]
Lindisfarne,0.17473333300000002,0.553333333,225440.0,0.398666667,0.085466667,-12.562,0.0302,109.8393333,0.492666667,42.33333333,7,1,6,"['british folk', 'celtic rock', 'classic uk pop', 'folk rock']"
Lindsay Ell,0.0470635,0.5025,202667.0,0.8255,0.1295,-4.078,0.0468,107.828,0.5975,59.5,11,1,4,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country pop']"
Lindsay Lohan,0.007846667,0.677666667,197422.3333,0.799666667,0.290266667,-5.211,0.046433333,108.1756667,0.7490000000000001,49.0,2,0,6,"['dance pop', 'post-teen pop']"
Lindsey Buckingham,0.3274125,0.585375,201997.625,0.532375,0.4749875,-11.588625,0.050575,130.7425,0.775075,43.625,5,1,16,"['album rock', 'mellow gold', 'soft rock']"
Lindsey Haun,0.7020000000000001,0.412,240160.0,0.518,0.0795,-5.667999999999998,0.0279,75.915,0.227,45.0,2,1,2,"['country', 'country dawn']"
Lindsey Stamey,0.000585,0.46,278587.0,0.91,0.0735,-3.71,0.0525,73.01899999999998,0.327,58.0,3,1,2,[others]
Lindsey Stirling,0.054577836,0.512636364,231204.5455,0.780181818,0.220363636,-5.987272727000001,0.052527273,128.2860909,0.325390909,50.09090909,0,1,22,"['bow pop', 'pop violin']"
Line Renaud,0.8936666670000001,0.573,177031.0,0.1082,0.13313333300000002,-15.62733333,0.0618,124.22133329999998,0.447,14.33333333,1,1,3,"['vintage chanson', 'ye ye']"
Linear,0.000407,0.703,234067.0,0.517,0.0963,-13.644,0.0529,104.833,0.768,50.0,7,1,2,['focus beats']
Link Wray,0.4789760770000001,0.533615385,231340.4615,0.525846154,0.17219230800000002,-12.32969231,0.051423077000000005,114.4723077,0.664615385,35.53846154,8,1,26,"['cosmic american', 'folk rock', 'funk', 'native american', 'protopunk', 'psychedelic rock', 'punk blues', 'rock-and-roll', 'rockabilly', 'surf music']"
Link Wray & His Ray Men,0.505,0.402,144667.0,0.51,0.113,-10.374,0.0311,86.53399999999998,0.26,23.0,2,1,2,['surf music']
Link Wray & The Wraymen,0.115,0.307,125093.0,0.981,0.325,-4.697,0.0415,165.96200000000005,0.8220000000000001,7.0,9,1,2,['surf music']
Linked Horizon,0.1216,0.4475,326046.5,0.9675,0.1631,-5.371,0.08275,125.1665,0.2675,66.5,1,1,4,"['anime', 'anime latino', 'anime score', 'otacore']"
Linkin Park,0.074499743,0.551439252,208277.8879,0.852168224,0.273914953,-5.03721028,0.099327103,120.2251636,0.471693925,54.92523364,9,1,214,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
Lion,0.077585,0.49225,212723.5,0.86375,0.47755,-7.73725,0.0609,151.94625,0.679,35.25,5,0,8,"['brostep', 'edm', 'electro house', 'electronic trap', 'pop edm', 'progressive trance']"
Lionel Belasco,0.99175,0.56025,173177.25,0.36525,0.18495,-15.701,0.077925,125.8535,0.9095,2.5,9,1,8,['calypso']
Lionel Belasco And His Orchestra,0.995,0.4320000000000001,167602.0,0.419,0.386,-11.865,0.0845,106.275,0.596,2.0,7,1,1,[others]
Lionel Cartwright,0.308,0.6920000000000001,202133.0,0.425,0.078,-13.738,0.0684,120.51,0.513,26.0,8,1,2,[others]
Lionel Hampton,0.803375,0.625625,234677.3333,0.334683333,0.1364875,-14.40491667,0.0446,110.41783329999998,0.615583333,15.20833333,5,1,24,"['bebop', 'big band', 'cool jazz', 'jazz', 'stride', 'swing', 'vocal jazz']"
Lionel Hampton Orchestra,0.651744467,0.5182,311194.8,0.6362,0.380166667,-10.919,0.082766667,124.8836,0.5994,0.066666667,7,1,30,[others]
Lionel Loueke,0.622,0.416,314747.0,0.433,0.35100000000000003,-9.995,0.104,83.602,0.463,60.0,7,0,2,"['beninese pop', 'contemporary jazz', 'jazz guitar']"
Lionel Newman,0.843,0.512,204133.0,0.371,0.0542,-11.013,0.0829,140.363,0.491,33.0,8,1,1,['classic soundtrack']
Lionel Richie,0.293111034,0.637873563,290219.5287,0.440983908,0.118606897,-12.39954023,0.035527586,110.6174598,0.522305747,42.41379310000001,1,1,87,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']"
Lipps Inc.,0.003372833,0.8835,333286.8333,0.52,0.096283333,-11.14816667,0.071733333,127.4183333,0.386833333,50.16666667,0,1,12,"['disco', 'minneapolis sound']"
Liquid,0.155,0.653,267307.0,0.904,0.116,-7.637,0.037000000000000005,135.07299999999998,0.391,53.0,9,0,2,"['ambient', 'atmosphere', 'healing', 'meditation', 'new age', 'sleep']"
