,artists,acousticness,danceability,duration_ms,energy,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
9395,MYMP,0.7413333329999999,0.6940000000000001,256395.3333,-8.741333333,0.10513333300000001,-8.741333333,0.037433333,60.0,7.0,60.0,7,1,6,"['classic opm', 'opm']"
9396,Ma Rainey,0.981,0.81,146227.0,-15.719000000000001,0.132,-15.719000000000001,0.0515,42.0,5.0,42.0,5,0,2,"['blues', 'traditional blues']"
9397,Maad T-Ray,0.0303,0.812,297657.0,-5.617000000000001,0.0438,-5.617000000000001,0.063,49.0,11.0,49.0,11,1,2,['west coast reggae']
9398,Mabel,0.16005,0.7240000000000001,173302.5,-3.3805,0.21065,-3.3805,0.1145,79.5,9.0,79.5,9,1,4,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']"
9399,Mabel King,0.46366666700000003,0.617,278777.6667,-5.270333333,0.277666667,-5.270333333,0.127,33.33333333,10.0,33.33333333,10,1,3,['others']
9400,Mabel Mercer,0.940642857,0.540214286,152736.2143,-11.97892857,0.178664286,-11.97892857,0.068621429,1.285714286,0.0,1.285714286,0,1,28,['cabaret']
9401,Mabuhay Singers,0.9157,0.6549,168617.3,-17.6603,0.17799,-17.6603,0.04286,21.2,0.0,21.2,0,1,20,"['ilocano pop', 'kundiman']"
9402,Mac Ayres,0.6325,0.7255,274476.5,-10.15,0.1325,-10.15,0.111,68.5,5.0,68.5,5,1,4,"['alternative r&b', 'indie r&b', 'indie soul']"
9403,Mac Davis,0.26541111100000003,0.5479999999999999,212006.0,-15.11355556,0.166533333,-15.11355556,0.058366667000000004,32.55555556,2.0,32.55555556,2,1,18,"['bubblegum pop', 'soft rock']"
9404,Mac DeMarco,0.257826179,0.560642857,184585.0357,-8.006678571,0.19781785699999999,-8.006678571,0.050071429,57.5,1.0,57.5,1,1,56,['edmonton indie']
9405,Mac McAnally,0.3165,0.5865,196493.0,-8.892999999999999,0.1665,-8.892999999999999,0.03345,36.5,6.0,36.5,6,1,4,['others']
9406,Mac Powell,0.113,0.34,308667.0,-6.71,0.099,-6.71,0.0294,36.0,10.0,36.0,10,1,1,['others']
9407,MacKenzie Porter,0.414,0.593,182200.0,-4.4910000000000005,0.138,-4.4910000000000005,0.0309,69.0,1.0,69.0,1,1,2,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country', 'country pop']"
9408,Macbeth the Great,0.9195,0.5873,172763.4,-8.3929,0.2429,-8.3929,0.054229999999999993,0.2,3.0,0.2,3,1,20,['calypso']
9409,Maceo And The Macks,0.22266666699999998,0.7403333329999999,216395.6667,-9.982333333,0.40333333299999996,-9.982333333,0.0384,41.33333333,7.0,41.33333333,7,1,6,['rare groove']
9410,Maceo Parker,0.28695,0.5725,435060.0,-10.0285,0.249,-10.0285,0.07025,40.0,6.0,40.0,6,0,4,"['funk', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'p funk', 'soul jazz']"
9411,Mach & Daddy,0.193,0.752,179213.0,-4.438,0.0772,-4.438,0.0415,67.0,0.0,67.0,0,1,2,"['latin', 'latin hip hop', 'panamanian pop', 'reggaeton', 'tropical']"
9412,Machel Montano,0.0149,0.82,227213.0,-3.617,0.111,-3.617,0.0668,42.0,2.0,42.0,2,1,1,"['chutney', 'dancehall', 'soca']"
9413,Machinae Supremacy,0.00137,0.254,339780.0,-6.114,0.0702,-6.114,0.0799,46.0,6.0,46.0,6,0,2,"['bitpop', 'future rock', 'power metal', 'swedish metal', 'swedish power metal']"
9414,Machine Gun Kelly,0.078171877,0.683851852,212632.8025,-5.918814815,0.16966419800000002,-5.918814815,0.133093827,59.7654321,9.0,59.7654321,9,1,81,"['pop rap', 'rap']"
9415,Machines Of Loving Grace,0.0033,0.748,240160.0,-9.019,0.0737,-9.019,0.0398,40.0,9.0,40.0,9,1,2,"['industrial', 'industrial metal', 'industrial rock', 'tucson indie']"
9416,Macross 82-99,0.00776255,0.5855,156361.5,-6.3075,0.3225,-6.3075,0.1031,53.5,10.0,53.5,10,0,4,"['future funk', 'kawaii future bass', 'vaporwave']"
9417,Macy Gray,0.24586666699999998,0.5487777779999999,235940.5556,-6.787777778,0.178888889,-6.787777778,0.038077778,58.44444444,11.0,58.44444444,11,1,9,"['neo soul', 'pop rock']"
9418,Macy Maloy,0.0364,0.6659999999999999,241240.0,-6.7655,0.12300000000000001,-6.7655,0.03255,62.0,10.0,62.0,10,1,4,['others']
9419,Mad Caddies,0.12115,0.564,142933.5,-6.127999999999999,0.1641,-6.127999999999999,0.0926,46.5,5.0,46.5,5,1,4,"['modern ska punk', 'punk', 'ska', 'ska punk', 'skate punk']"
9420,Mad Season,0.097166813,0.431375,340989.125,-8.6590625,0.205375,-8.6590625,0.04073125,43.0625,9.0,43.0625,9,1,32,"['alternative metal', 'alternative rock', 'blues rock', 'grunge', 'post-grunge', 'rock', 'supergroup']"
9421,Madball,0.000721,0.353,206093.0,-10.146,0.361,-10.146,0.0881,41.0,8.0,41.0,8,1,2,"['hardcore', 'nyhc', 'straight edge']"
9422,Madcon,0.02815,0.7245,217340.0,-6.3695,0.06055,-6.3695,0.05975,51.5,4.0,51.5,4,0,4,"['dance pop', 'norwegian hip hop', 'pop rap']"
9423,Maddie & Tae,0.280885714,0.566857143,198119.0,-5.111428571,0.245,-5.111428571,0.046542857,61.42857143,7.0,61.42857143,7,1,14,"['contemporary country', 'country', 'country pop']"
9424,Maddox Brothers,0.988,0.635,190693.0,-14.057,0.0972,-14.057,0.0442,28.0,2.0,28.0,2,1,1,"['bakersfield sound', 'honky tonk', 'traditional country', 'western swing']"
9425,Maddy Prior,0.583,0.442,200667.0,-13.67,0.131,-13.67,0.0384,36.0,5.0,36.0,5,1,1,"['british folk', 'traditional british folk']"
9426,Madina Lake,3.9500000000000005e-05,0.47100000000000003,203200.0,-4.122,0.272,-4.122,0.0471,46.0,8.0,46.0,8,1,2,"['chicago punk', 'neon pop punk', 'pop punk', 'screamo']"
9427,Madison Avenue,0.0585,0.8079999999999999,228140.0,-6.587999999999999,0.35,-6.587999999999999,0.0311,59.0,3.0,59.0,3,0,2,"['disco house', 'vocal house']"
9428,Madison Beer,0.26541,0.5503,197229.4,-5.3385,0.18891,-5.3385,0.10567,72.15,7.0,72.15,7,1,20,"['dance pop', 'pop', 'post-teen pop']"
9429,Madison Cunningham,0.581,0.509,283787.0,-5.8870000000000005,0.0781,-5.8870000000000005,0.0299,54.0,3.0,54.0,3,1,2,"['indie folk', 'pop folk']"
9430,Madleen Kane,0.0324,0.74,380053.0,-14.232999999999999,0.0603,-14.232999999999999,0.0505,40.0,11.0,40.0,11,0,2,['deep disco']
9431,Madness,0.149770667,0.594333333,185002.7333,-6.8052,0.174026667,-6.8052,0.052006667,34.2,7.0,34.2,7,1,30,"['dance rock', 'new romantic', 'ska', 'ska revival']"
9432,Madonna,0.22149346600000003,0.691415254,286653.2542,-9.514936441,0.13696228800000002,-9.514936441,0.047975424,47.44491525,0.0,47.44491525,0,1,236,"['dance pop', 'pop']"
9433,Madsonik,0.0111,0.596,206567.0,-5.667999999999999,0.174,-5.667999999999999,0.0755,66.0,6.0,66.0,6,0,2,['others']
9434,Mae,0.114,0.5539999999999999,258107.0,-6.156000000000001,0.204,-6.156000000000001,0.0486,44.0,7.0,44.0,7,1,2,"['modern rock', 'rock']"
9435,Mae Ji-Yoon,0.9940000000000001,0.6709999999999999,173719.0,-23.978,0.114,-23.978,0.0365,65.0,8.0,65.0,8,1,2,['chill guitar']
9436,Maejor,0.02953,0.665,194713.25,-4.2815,0.304025,-4.2815,0.10525,52.0,9.0,52.0,9,1,4,['detroit hip hop']
9437,Maelo Ruiz,0.383166667,0.662666667,283464.3333,-6.284166667,0.17095,-6.284166667,0.051966667,59.5,7.0,59.5,7,1,12,"['perreo', 'salsa', 'salsa puertorriquena', 'tropical']"
9438,Maes,0.6145,0.7145,181820.0,-6.546,0.1305,-6.546,0.0883,6.0,1.0,6.0,1,1,4,"['modern rock', 'rock']"
9439,Maffy Falay,0.73,0.26899999999999996,393400.0,-18.730999999999998,0.0969,-18.730999999999998,0.0362,35.0,3.0,35.0,3,0,1,['others']
9440,Mag.Lo,0.8340000000000001,0.519,384116.0,-7.215,0.114,-7.215,0.113,53.0,9.0,53.0,9,0,1,['nerdcore']
9441,Magazine,0.050325,0.6205,244266.5,-9.8585,0.235,-9.8585,0.03585,38.5,7.0,38.5,7,1,4,"['art punk', 'art rock', 'dance rock', 'dance-punk', 'experimental', 'madchester', 'new romantic', 'new wave', 'post-punk', 'pub rock', 'punk', 'synthpop', 'uk post-punk']"
9442,Magdaléna Hajóssyová,0.9640000000000001,0.0847,205493.0,-24.715999999999998,0.289,-24.715999999999998,0.0405,49.0,2.0,49.0,2,0,1,['others']
9443,Maggie Jones,0.9855,0.5675,195746.5,-13.9815,0.5365,-13.9815,0.05845,6.5,9.0,6.5,9,1,4,['others']
9444,Maggie Lindemann,0.494444444,0.6341111110000001,203125.6667,-6.1856666670000005,0.245777778,-6.1856666670000005,0.081388889,68.11111111,9.0,68.11111111,9,1,9,"['dance pop', 'pop', 'post-teen pop', 'social media pop', 'viral pop']"
9445,Maggie Rogers,0.323555556,0.6517777779999999,233933.0,-7.423666667000001,0.111555556,-7.423666667000001,0.0813,65.77777778,9.0,65.77777778,9,1,18,"['electropop', 'pop']"
9446,Maggie Sansone,0.963,0.32299999999999995,352573.0,-23.649,0.327,-23.649,0.0369,36.0,4.0,36.0,4,0,1,"['hammered dulcimer', 'string folk']"
9447,Magic City Hippies,0.16113333300000002,0.6376666670000001,264096.6667,-8.466000000000001,0.080233333,-8.466000000000001,0.072033333,55.33333333,4.0,55.33333333,4,1,6,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'miami indie', 'modern rock', 'vapor soul']"
9448,Magic Man,0.0876,0.47200000000000003,232747.0,-5.252000000000001,0.0698,-5.252000000000001,0.0524,53.0,2.0,53.0,2,1,2,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'pop rock', 'shimmer pop']"
9449,Magic Sam,0.653384615,0.525153846,215434.8462,-13.00138462,0.1248,-13.00138462,0.063,28.84615385,6.0,28.84615385,6,1,13,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'soul blues', 'traditional blues']"
9450,Magic Sword,0.011000000000000001,0.29600000000000004,409000.0,-4.499,0.158,-4.499,0.0315,56.0,11.0,56.0,11,0,2,['synthwave']
9451,Magic System,0.124,0.8340000000000001,295147.0,-13.455,0.0828,-13.455,0.0721,56.0,7.0,56.0,7,0,2,"['afropop', 'francoton', 'french pop', 'zouglou']"
9452,Magnate,0.496,0.6970000000000001,177680.0,-5.106,0.249,-5.106,0.0661,52.0,10.0,52.0,10,1,2,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'tropical']"
9453,Magnet,0.0933,0.54,277773.0,-8.937999999999999,0.41700000000000004,-8.937999999999999,0.0266,46.0,2.0,46.0,2,0,2,"['indie folk', 'indie pop', 'la indie', 'modern rock', 'stomp and holler']"
9454,Magneto,0.076101,0.6515,252493.5,-10.68475,0.1779,-10.68475,0.029075,61.25,5.0,61.25,5,1,8,"['athens indie', 'grupera', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']"
9455,Magoo,0.11699999999999999,0.856,297600.0,-8.224,0.113,-8.224,0.0989,43.0,1.0,43.0,1,0,2,['others']
9456,Mahalakshmi Iyer,0.43799999999999994,0.667,320573.0,-13.317,0.0909,-13.317,0.0698,39.0,1.0,39.0,1,1,2,"['filmi', 'marathi pop', 'modern bollywood']"
9457,Mahalia,0.28025,0.63925,214217.0,-4.93425,0.24325,-4.93425,0.14005,68.25,0.0,68.25,0,1,4,"['alternative r&b', 'indie anthem-folk', 'indie r&b', 'indie soul', 'pop', 'uk contemporary r&b']"
9458,Mahalia Jackson,0.8630994479999999,0.40173812200000003,235228.5801,-16.78153039,0.221348066,-16.78153039,0.04731768,15.18232044,5.0,15.18232044,5,1,181,"['gospel', 'spirituals']"
9459,Mahasti,0.494,0.685,272980.0,-14.499,0.18600000000000003,-14.499,0.064,34.0,0.0,34.0,0,1,2,"['classic persian pop', 'persian pop', 'persian traditional']"
9460,Mahavishnu Orchestra,0.11010670800000001,0.37025,311866.75,-10.93954167,0.192995833,-10.93954167,0.082479167,27.20833333,9.0,27.20833333,9,1,24,"['art rock', 'canterbury scene', 'instrumental rock', 'jazz funk', 'jazz fusion', 'progressive rock', 'symphonic rock']"
9461,Mahendra Kapoor,0.900947368,0.463789474,280902.5263,-10.37942105,0.16971578899999998,-10.37942105,0.054110526,11.10526316,7.0,11.10526316,7,1,19,"['classic bollywood', 'filmi', 'ghazal', 'indian folk', 'sufi']"
9462,Mahogany Lox,0.41100000000000003,0.934,117363.0,-8.052,0.0809,-8.052,0.10800000000000001,68.0,0.0,68.0,0,1,2,['teen pop']
9463,Maia Mitchell,0.247708333,0.616166667,187573.3333,-4.832333333,0.295083333,-4.832333333,0.05695,56.16666667,2.0,56.16666667,2,1,6,['others']
9464,Maia Wilson,0.441,0.59,182107.0,-6.122999999999999,0.0967,-6.122999999999999,0.127,61.0,9.0,61.0,9,1,1,['others']
9465,Maia Wright,0.09395,0.6865,214590.5,-4.4355,0.1825,-4.4355,0.03675,73.0,8.0,73.0,8,1,4,['vocal trance']
9466,Maino,0.0762,0.374,319940.0,-3.197,0.20199999999999999,-3.197,0.12,60.0,8.0,60.0,8,1,1,"['pop rap', 'rap', 'trap']"
9467,Maisie Peters,0.638,0.5685,199531.5,-8.7675,0.09865,-8.7675,0.03675,70.5,5.0,70.5,5,1,4,"['indie anthem-folk', 'indie cafe pop', 'pop', 'uk pop']"
9468,Majestic Sleep,0.847,0.13699999999999998,193548.0,-25.122,0.106,-25.122,0.0444,64.0,0.0,64.0,0,1,2,['others']
9469,Majical Cloudz,4.16e-05,0.633,238293.0,-7.396,0.13699999999999998,-7.396,0.0358,43.0,0.0,43.0,0,1,2,"['art pop', 'canadian electropop', 'shiver pop']"
9470,Majid Jordan,0.065944,0.7147,249615.9,-8.6814,0.08462,-8.6814,0.09901,60.9,6.0,60.9,6,0,10,"['alternative r&b', 'pop', 'trap soul']"
9471,Major Harris,0.9179999999999999,0.583,280366.5,-15.4925,0.1057,-15.4925,0.0355,39.0,11.0,39.0,11,1,4,"['classic soul', 'philly soul', 'quiet storm']"
9472,Major Lazer,0.04546305900000001,0.6771764709999999,221373.8235,-4.939411765,0.242288235,-4.939411765,0.1039,58.35294118,7.0,58.35294118,7,0,17,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop rap']"
9473,Mako,0.1561,0.40266666700000003,226075.1667,-5.8281666670000005,0.245183333,-5.8281666670000005,0.1,65.5,2.0,65.5,2,0,6,"['big room', 'deep tropical house', 'edm', 'electro house', 'indie poptimism', 'pop edm', 'progressive electro house', 'tropical house']"
9474,Makoto Matsushita,0.3634,0.6866,291650.4,-8.4576,0.3002,-8.4576,0.0393,33.0,11.0,33.0,11,1,10,['japanese city pop']
9475,Maktub,0.12300000000000001,0.624,209960.0,-6.046,0.149,-6.046,0.0527,36.0,4.0,36.0,4,1,2,['korean pop']
9476,Mal Blum,0.9,0.599,304713.5,-11.6505,0.1075,-11.6505,0.0567,50.5,7.0,50.5,7,1,4,"['anti-folk', 'folk punk']"
9477,Mal Waldron,0.9803333329999999,0.551666667,314162.3333,-6.291666667,0.125,-6.291666667,0.056466667000000005,32.33333333,5.0,32.33333333,5,0,6,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz piano']"
9478,Mal Waldron All-Stars,0.807,0.49,378953.0,-14.745,0.166,-14.745,0.03965,17.0,5.0,17.0,5,1,4,['others']
9479,Mala Fe,0.39799999999999996,0.735,250980.0,-4.0535,0.4555,-4.0535,0.12300000000000001,49.0,11.0,49.0,11,1,4,"['latin', 'merengue', 'tropical']"
9480,Malaa,0.0508,0.813,271219.0,-6.068,0.055999999999999994,-6.068,0.0468,61.0,2.0,61.0,2,1,2,"['bass house', 'edm', 'electro house', 'electronic trap', 'house']"
9481,Malaysia Vasudevan,0.0239,0.828,408733.0,-12.78,0.102,-12.78,0.0997,22.0,7.0,22.0,7,1,2,"['deep indian pop', 'filmi']"
9482,Malcolm Addey,0.8208,0.42200000000000004,169184.2,-15.1876,0.2352,-15.1876,0.038919999999999996,28.0,10.0,28.0,10,0,10,['others']
9483,Malcolm McLaren,0.10979000000000001,0.6378,278588.9,-12.4982,0.3498,-12.4982,0.13899,42.2,0.0,42.2,0,1,10,"['dance rock', 'electro', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
9484,Maldita Vecindad Y Los Hijos Del 5to. Patio,0.05795857099999999,0.645285714,221742.8571,-9.451428571000001,0.192357143,-9.451428571000001,0.041371429,52.42857143,7.0,52.42857143,7,1,14,"['latin alternative', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol', 'ska mexicano']"
9485,Manafest,0.005975,0.4875,220767.0,-3.1055,0.24,-3.1055,0.10315,54.0,7.0,54.0,7,1,4,"['christian alternative rock', 'christian hip hop', 'christian music', 'christian rock', 'post-screamo', 'rap rock']"
9486,Manchester Orchestra,0.18599200000000002,0.496714286,280057.1429,-6.9437142860000005,0.17300000000000001,-6.9437142860000005,0.050742857,50.42857143,6.0,50.42857143,6,1,7,"['dreamo', 'indie pop', 'indie rock', 'modern rock']"
9487,Manchild,0.128,0.429,368667.0,-14.806,0.19399999999999998,-14.806,0.0309,29.0,8.0,29.0,8,0,2,['okc indie']
9488,Mandingo,0.3678,0.7354,202333.4,-6.7384,0.1519,-6.7384,0.033,53.6,5.0,53.6,5,1,5,"['grupera', 'gruperas inmortales']"
9489,Mandisa,0.07989500000000001,0.65375,259369.5,-4.023875,0.2529125,-4.023875,0.0531875,51.875,8.0,51.875,8,1,8,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'worship']"
9490,MandoPony,0.0331,0.715,277248.0,-10.164,0.14545,-10.164,0.02785,58.5,3.0,58.5,3,0,4,"['antiviral pop', 'otacore', 'pony']"
9491,Mandolin Orange,0.896333333,0.554222222,229534.8889,-10.85022222,0.100744444,-10.85022222,0.033177778,52.22222222,7.0,52.22222222,7,1,18,"['deep new americana', 'new americana', 'progressive bluegrass', 'stomp and holler']"
9492,Mandrill,0.294,0.5856,282498.2,-9.4774,0.16136,-9.4774,0.0972,30.0,7.0,30.0,7,1,10,"['classic soul', 'funk', 'jazz funk', 'latin afrobeat', 'soul', 'soul jazz']"
9493,Mandy Gonzalez,0.676285714,0.5340714289999999,195653.4286,-10.24614286,0.11855,-10.24614286,0.151164286,46.78571429,8.0,46.78571429,8,1,14,"['broadway', 'hollywood', 'show tunes']"
9494,Mandy Moore,0.39748235299999995,0.520647059,192232.1176,-8.920882353,0.184020588,-8.920882353,0.04532647099999999,53.76470588,0.0,53.76470588,0,1,34,"['dance pop', 'hollywood', 'movie tunes', 'pop', 'post-teen pop']"
9495,Mandy Patinkin,0.87126087,0.39995652200000004,299638.1304,-15.95108696,0.16236087,-15.95108696,0.05753913,24.39130435,7.0,24.39130435,7,1,23,"['broadway', 'show tunes']"
9496,Manfred Mann,0.26983888899999997,0.545277778,172039.2778,-7.890444444,0.303277778,-7.890444444,0.037161111000000004,37.66666667,7.0,37.66666667,7,1,36,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']"
9497,Manfred Mann Chapter Three,0.266,0.46399999999999997,214933.0,-7.93,0.10099999999999999,-7.93,0.031,32.0,6.0,32.0,6,1,2,['others']
9498,Manfred Mann's Earth Band,0.283007273,0.458545455,343883.6364,-12.02072727,0.176590909,-12.02072727,0.051990909,33.18181818,5.0,33.18181818,5,1,22,"['album rock', 'art rock', 'british blues', 'classic rock', 'hard rock', 'progressive rock', 'symphonic rock']"
9499,Mangoo,0.198,0.606,195239.0,-5.472,0.10300000000000001,-5.472,0.0389,56.0,6.0,56.0,6,0,2,['swedish eurodance']
9500,Mani Hoffman,0.000426,0.7390000000000001,234400.0,-5.079,0.389,-5.079,0.0374,62.0,0.0,62.0,0,1,2,['others']
9501,Manic Focus,0.0137,0.652,288660.0,-9.288666667000001,0.1033,-9.288666667000001,0.050466667,47.0,10.0,47.0,10,0,3,['livetronica']
9502,Manic Street Preachers,0.00034939300000000003,0.309333333,284759.6667,-4.840333333,0.095166667,-4.840333333,0.039,46.33333333,0.0,46.33333333,0,1,6,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'pop rock', 'rock', 'welsh rock']"
9503,Mann,0.06649,0.6990000000000001,192633.5,-4.481,0.19535,-4.481,0.14275,48.0,7.0,48.0,7,0,4,"['bounce', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
9504,Manna Dey,0.9250714290000001,0.47474489799999997,239521.0,-10.98073469,0.23186632699999998,-10.98073469,0.070755102,5.551020407999999,9.0,5.551020407999999,9,1,98,"['classic bollywood', 'classic pakistani pop', 'filmi', 'ghazal', 'indian folk', 'rabindra sangeet', 'sufi']"
9505,Mannheim Steamroller,0.1881,0.452,311480.0,-12.4565,0.0961,-12.4565,0.0503,27.0,7.0,27.0,7,1,4,['new age']
9506,Manny Lopez,0.8340000000000001,0.572333333,148500.0,-14.65566667,0.168333333,-14.65566667,0.028766667000000003,12.0,0.0,12.0,0,1,3,['others']
9507,Manny Manuel,0.36,0.757,288593.5,-7.3075,0.1155,-7.3075,0.0389,38.0,9.0,38.0,9,1,4,"['merengue', 'tropical']"
9508,Mano,0.102,0.87,328893.0,-11.493,0.0895,-11.493,0.124,44.0,0.0,44.0,0,1,1,"['alternative emo', 'emo', 'indie garage rock', 'indie punk', 'indie rock', 'pop punk']"
9509,Mano Negra,0.13025,0.6185,189966.5,-8.863,0.252,-8.863,0.03795,55.5,9.0,55.5,9,1,4,"['french rock', 'latin alternative']"
9510,Manoella Torres,0.555,0.308,151973.0,-9.753,0.56,-9.753,0.0438,39.0,1.0,39.0,1,1,2,"['bolero', 'grupera', 'mexican rock-and-roll', 'pop romantico', 'ranchera']"
9511,Manolis Xiotis,0.991,0.479428571,205101.0,-16.74814286,0.16257142900000002,-16.74814286,0.088242857,0.28571428600000004,7.0,0.28571428600000004,7,1,14,['others']
9512,Manolo Castro,0.84,0.634,162427.0,-5.61,0.221,-5.61,0.057,16.0,10.0,16.0,10,0,2,['others']
9513,Manolo Galvan,0.0828,0.544,226560.0,-6.843,0.11699999999999999,-6.843,0.0384,50.0,8.0,50.0,8,0,2,['pop romantico']
9514,Manolo Otero,0.8759999999999999,0.6859999999999999,209373.0,-14.564,0.28300000000000003,-14.564,0.0354,39.0,0.0,39.0,0,0,2,"['cancion melodica', 'pop romantico']"
9515,Manolo Sanlucar,0.4,0.5920000000000001,205773.0,-6.81,0.0482,-6.81,0.0284,40.0,2.0,40.0,2,1,2,"['cante flamenco', 'flamenco', 'flamenco guitar', 'rumba']"
9516,Manorama,0.984142857,0.462571429,233346.1429,-9.115428571,0.262985714,-9.115428571,0.070214286,7.285714286,4.0,7.285714286,4,1,7,['others']
9517,Manos Hadjidakis,0.75,0.43700000000000006,179840.0,-10.648,0.0964,-10.648,0.0291,27.0,2.0,27.0,2,0,2,"['bouzouki', 'classic greek pop', 'entehno', 'greek contemporary classical', 'neo kyma']"
9518,Manos Koutsaggelidis,0.790333333,0.42366666700000005,245073.5,-11.155999999999999,0.25195,-11.155999999999999,0.039433333,0.333333333,9.0,0.333333333,9,1,12,['others']
9519,Manowar,0.021366969,0.44,291453.75,-11.5690625,0.16976875,-11.5690625,0.07243125,45.125,4.0,45.125,4,1,32,"['comic metal', 'hard rock', 'metal', 'power metal', 'rock', 'speed metal']"
9520,Mansa,0.048,0.7090000000000001,169763.0,-10.325999999999999,0.207,-10.325999999999999,0.11599999999999999,72.0,11.0,72.0,11,1,2,['others']
9521,Mansionair,0.0334,0.5579999999999999,237140.0,-6.65,0.193,-6.65,0.0693,64.0,8.0,64.0,8,1,2,"['aussietronica', 'australian indie', 'electropop', 'indie r&b', 'indietronica', 'modern rock', 'vapor soul']"
9522,Mantovani,0.541666667,0.16625,173144.5,-15.5225,0.1732,-15.5225,0.034466667,24.16666667,4.0,24.16666667,4,1,12,"['adult standards', 'ballroom', 'easy listening', 'lounge']"
9523,Manu Chao,0.60566875,0.677625,184763.3125,-9.0764375,0.28199375,-9.0764375,0.05941875,56.5625,9.0,56.5625,9,0,32,"['latin alternative', 'world']"
9524,Manu Dibango,0.36266666700000005,0.7536666670000001,411791.3333,-9.475,0.110233333,-9.475,0.0814,40.33333333,7.0,40.33333333,7,0,6,"['afrobeat', 'afropop', 'makossa', 'world']"
9525,Manu Pilas,0.5379999999999999,0.46,139845.0,-10.329,0.191,-10.329,0.0343,78.0,9.0,78.0,9,0,2,['others']
9526,Manuel & The Music Of The Mountains,0.752,0.19625,193770.0,-11.77425,0.16225,-11.77425,0.032525,41.75,2.0,41.75,2,1,8,"['adult standards', 'ballroom', 'easy listening', 'operatic pop']"
9527,Manuel Ascanio,0.518,0.535,188035.0,-6.912000000000001,0.162,-6.912000000000001,0.0413,40.0,2.0,40.0,2,1,2,['mexican rock-and-roll']
9528,Manuel Ausensi,0.9670000000000001,0.356333333,316662.0,-10.93133333,0.171366667,-10.93133333,0.055666667,15.33333333,7.0,15.33333333,7,1,3,['spanish classical']
9529,Manuel Fernandez Caballero,0.544,0.358,85060.0,-9.386000000000001,0.131,-9.386000000000001,0.0284,3.0,4.0,3.0,4,1,1,"['operetta', 'spanish classical']"
9530,Manuel Galbán,0.731,0.6609999999999999,273360.0,-12.8325,0.1415,-12.8325,0.0311,47.5,2.0,47.5,2,1,4,['others']
9531,Manuel Medrano,0.767,0.616,225839.0,-8.504,0.105,-8.504,0.0273,72.0,4.0,72.0,4,1,2,"['colombian pop', 'latin', 'latin pop', 'reggaeton']"
9532,Manuel Pomian,0.924333333,0.706,165396.4667,-10.93533333,0.190373333,-10.93533333,0.044180000000000004,1.466666667,2.0,1.466666667,2,1,30,['others']
9533,Manuel Ponce,0.986052632,0.45626315799999995,177064.8947,-27.25857895,0.120042105,-27.25857895,0.051015789000000006,1.315789474,9.0,1.315789474,9,1,19,"['latin classical', 'mexican classical']"
9534,Manuel Spatafora,0.9793333329999999,0.387,205709.0,-18.49833333,0.275,-18.49833333,0.08498333300000001,25.0,9.0,25.0,9,1,6,['others']
9535,Manuel Turizo,0.29167894699999997,0.787842105,212747.7895,-4.473368421,0.16270526300000002,-4.473368421,0.090731579,76.0,6.0,76.0,6,1,19,"['colombian pop', 'latin', 'latin pop', 'reggaeton', 'tropical']"
9536,Manuel de Falla,0.9729375,0.3714375,164207.625,-20.1246875,0.11399375,-20.1246875,0.045675,2.3125,9.0,2.3125,9,0,16,"['classical', 'early modern classical', 'impressionism', 'neoclassicism', 'post-romantic era']"
9537,Manuel de Falla Matheu,0.9259999999999999,0.244,234573.0,-19.005,0.0771,-19.005,0.0421,34.0,7.0,34.0,7,1,1,['others']
9538,Manzanita,0.7490000000000001,0.6509999999999999,245913.5,-15.8715,0.2375,-15.8715,0.04655,54.5,2.0,54.5,2,1,4,"['cantautor', 'flamenco', 'rumba', 'spanish pop']"
9539,Maná,0.187653383,0.648300752,278374.1429,-5.397661654,0.157453383,-5.397661654,0.034933083,52.03759398,0.0,52.03759398,0,1,133,"['latin', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'mexican rock', 'rock en espanol']"
9540,Maoli,0.657,0.6785,252673.0,-7.82,0.1455,-7.82,0.0484,46.5,11.0,46.5,11,1,4,"['jawaiian', 'polynesian pop']"
